"pid3","weight","bias_wsj","bias_pbs","bias_npr","bias_cbs","bias_usa","bias_abc","bias_drg","bias_fox","bias_huf","bias_nyt"
"Not sure",0.734366857192731,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.39196955152836,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Republican ",0.819867757562202,"7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","5","1 - Liberal or pro-Democratic party bias"
"Independent ",0.567692203057534,"5","3","2","3","3","3","3","7 - Conservative or pro-Republican party bias","3","1 - Liberal or pro-Democratic party bias"
"Not sure",1.4821940789721,"4 - No bias at all","2","5","3","4 - No bias at all","5","4 - No bias at all","6","5","4 - No bias at all"
"Democrat ",0.648700273592662,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",0.734366857192731,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.35591374398098,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.647104414750633,"3","3","3","3","3","3","3","3","3","3"
"Other ",1.24680632386779,"3","3","1 - Liberal or pro-Democratic party bias","2","2","2","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","2"
"Independent ",1.27651652916627,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.616430052993772,"3","4 - No bias at all","4 - No bias at all","3","3","4 - No bias at all","4 - No bias at all","6","4 - No bias at all","3"
"Democrat ",0.734366857192731,"5","3","3","2","3","6","2","3","5","6"
"Democrat ",0.734366857192731,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","3","4 - No bias at all","5","3"
"Democrat ",0.986793553636056,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",1.16183159702502,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","2","2","4 - No bias at all","3","4 - No bias at all","6","4 - No bias at all","3"
"Republican ",0.734366857192731,"1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Not sure",1.21451063980425,"6","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.734366857192731,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.648700273592662,"4 - No bias at all","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",1.50294581095031,"2","2","2","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","3"
"Independent ",1.24680632386779,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","3","4 - No bias at all","7 - Conservative or pro-Republican party bias","3","4 - No bias at all"
"Democrat ",0.607918773911163,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",0.819867757562202,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","7 - Conservative or pro-Republican party bias","4 - No bias at all","3"
"Republican ",0.986793553636056,"5","2","1 - Liberal or pro-Democratic party bias","2","4 - No bias at all","2","7 - Conservative or pro-Republican party bias","6","4 - No bias at all","4 - No bias at all"
"Democrat ",1.07151234293091,"4 - No bias at all","4 - No bias at all","2","4 - No bias at all","4 - No bias at all","4 - No bias at all","2","7 - Conservative or pro-Republican party bias","5","4 - No bias at all"
"Independent ",1.24680632386779,"5","4 - No bias at all","1 - Liberal or pro-Democratic party bias","2","4 - No bias at all","2","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Republican ",1.24680632386779,"3","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","3","3","3","4 - No bias at all","4 - No bias at all"
"Democrat ",1.24680632386779,"4 - No bias at all","5","4 - No bias at all","3","5","3","5","3","4 - No bias at all","3"
"Democrat ",1.50294581095031,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.12760620064093,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.50294581095031,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",1.42513885806255,"7 - Conservative or pro-Republican party bias","6","5","3","5","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","5","3"
"Democrat ",1.42994127905305,"2","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","5","4 - No bias at all","3"
"Independent ",1.25889119052398,"3","3","3","3","3","3","3","3","3","3"
"Democrat ",1.42994127905305,"4 - No bias at all","3","3","5","5","4 - No bias at all","4 - No bias at all","6","2","4 - No bias at all"
"Independent ",1.59642655223364,"6","5","4 - No bias at all","5","5","5","4 - No bias at all","5","3","6"
"Independent ",1.42513885806255,"4 - No bias at all","4 - No bias at all","5","3","3","3","3","3","3","3"
"Democrat ",1.27651652916627,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.42994127905305,"3","3","1 - Liberal or pro-Democratic party bias",NA,"1 - Liberal or pro-Democratic party bias","3","5","7 - Conservative or pro-Republican party bias","5","3"
"Independent ",0.734366857192731,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","2","2","2","5","2","2"
"Independent ",0.819867757562202,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",1.24680632386779,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.50294581095031,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","4 - No bias at all"
"Democrat ",1.11441017922761,"3","3","3","3","3","3","5","7 - Conservative or pro-Republican party bias","3","5"
"Republican ",0.609212411329635,"6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.819867757562202,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.819867757562202,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","3","4 - No bias at all"
"Independent ",1.42513885806255,"6","6","5","3","6","5","2","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.633787498642761,"6","4 - No bias at all","4 - No bias at all","6","5","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","2"
"Democrat ",0.559853865601763,"4 - No bias at all","4 - No bias at all","6","4 - No bias at all","4 - No bias at all","5","6","6","4 - No bias at all","3"
"Democrat ",0.986793553636056,"6","3","5","7 - Conservative or pro-Republican party bias","5","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","5"
"Democrat ",1.2615778569208,"5","3","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","7 - Conservative or pro-Republican party bias","2","3"
"Republican ",1.04434470356207,"4 - No bias at all","4 - No bias at all","6","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Republican ",0.633787498642761,"5","2","1 - Liberal or pro-Democratic party bias","2","2","2","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.819867757562202,"5","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.59642655223364,"5","3","2","3","4 - No bias at all","3","3","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.680141823754453,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.724227180776517,"6","4 - No bias at all","4 - No bias at all","3","6","5","4 - No bias at all","7 - Conservative or pro-Republican party bias","2","2"
"Democrat ",0.935433953472144,"6","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","7 - Conservative or pro-Republican party bias","4 - No bias at all","6"
"Independent ",0.819867757562202,"3","3","3","2","3","2","5","5","1 - Liberal or pro-Democratic party bias","2"
"Republican ",0.680141823754453,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","2","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.819867757562202,"4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","3"
"Democrat ",0.734366857192731,"4 - No bias at all","6","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","4 - No bias at all"
"Independent ",1.24680632386779,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",1.24680632386779,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
